MasterRank,TeamRank,TeamSlug,PlayerName,Number,ClassYear,RosterPosRaw,PosGroup,Height,Weight,GamesPlayed,Overall,OffScore,DefScore,HeightScore,PTS_pg,REB_pg,AST_pg,TO_pg,STL_pg,BLK_pg,PF_pg,FGA_pg,3PA_pg,FTA_pg,OREB_pg,DREB_pg,TS,eFG,ScORtg,UsageProxy,AST_TO,TOV,3Ppct,3PAr,FTr,TO_100,Stocks_100,Reb_100,PF_100,TS_Tier,TS_Score,UsageProxy_Tier,UsageProxy_Score,ScORtg_Tier,ScORtg_Score,AST_TO_Tier,AST_TO_Score,TOV_Tier,TOV_Score,3Ppct_Tier,3Ppct_Score,3PA_pg_Tier,3PA_pg_Score,3PAr_Tier,3PAr_Score,FTr_Tier,FTr_Score,eFG_Tier,eFG_Score,Stocks_100_Tier,Stocks_100_Score,Reb_100_Tier,Reb_100_Score,PF_100_Tier,PF_100_Score,TO_100_Tier,TO_100_Score,Height_Tier
78,,pimacommunitycollege,Ky Green,33,Sophomore,Forward,Wing,6'6,,11,3.1750000000000003,3.75,2.0,4,13.727272727272727,4.818181818181818,1.8181818181818181,1.0909090909090908,0.8181818181818182,0.2727272727272727,0.45454545454545453,8.181818181818182,0.5454545454545454,1.3636363636363635,2.5454545454545454,2.272727272727273,0.7815734989648033,0.7666666666666667,139.04235727440147,0.09816682937411866,1.6666666666666667,0.11049723756906078,0.6666666666666666,0.06666666666666667,0.16666666666666666,1.23902942694889,1.23902942694889,5.4723799690242645,0.5162622612287042,Elite,5,Poor,1,Elite,5,Very Good,4,Very Good,4,Insufficient Volume,3,Poor,1,Poor,1,Average,3,Elite,5,Poor,1,Poor,1,Elite,5,Elite,5,Very Good
79,,bryantandstrattoncollegewi,Asher Haas,10,Fr,G,Guard,6'0,,15,3.16,3.8000000000000003,2.2,3,11.933333333333334,3.066666666666667,1.4,0.8,0.7333333333333333,0.06666666666666667,1.0666666666666667,9.8,8.133333333333333,0.6666666666666666,1.0,2.066666666666667,0.5911492734478203,0.5816326530612245,109.54712362301102,0.13074928784047626,1.75,0.07343941248470012,0.4016393442622951,0.8299319727891157,0.06802721088435375,1.0874490258269143,1.0874490258269143,4.168554599003172,1.449932034435886,Very Good,4,Poor,1,Very Good,4,Average,3,Elite,5,Elite,5,Elite,5,Elite,5,Poor,1,Elite,5,Poor,1,Poor,1,Elite,5,Elite,5,Average
80,,madisoncollege,George Whaley IV,10,So.,Guard,Guard,6'1,180,12,3.16,3.100000000000001,3.3,3,13.0,4.25,3.0,1.6666666666666667,2.0,0.0,2.0,9.25,1.9166666666666667,3.75,0.6666666666666666,3.5833333333333335,0.5963302752293578,0.5405405405405406,103.44827586206895,0.13839433207297822,1.8,0.1326259946949602,0.2608695652173913,0.2072072072072072,0.40540540540540543,2.043944813490036,2.452733776188043,5.212059274399591,2.452733776188043,Very Good,4,Poor,1,Average,3,Average,3,Very Good,4,Insufficient Volume,3,Below Average,2,Average,3,Elite,5,Very Good,4,Average,3,Poor,1,Elite,5,Elite,5,Average
81,,orangecountycommunitycollege,Anthony Pacciarelli,,,,Wing,,,10,3.1574999999999998,3.6999999999999997,2.45,3,19.7,4.8,1.3,3.0,1.4,0.1,1.1,14.4,5.8,4.2,1.8,3.0,0.6062284588872477,0.5833333333333334,102.34829592684954,0.21461065025421464,0.43333333333333335,0.15586034912718205,0.4482758620689655,0.4027777777777778,0.2916666666666667,3.8935756002595716,1.9467878001297858,6.229720960415315,1.427644386761843,Elite,5,Very Good,4,Average,3,Poor,1,Average,3,Elite,5,Elite,5,Elite,5,Very Good,4,Elite,5,Below Average,2,Poor,1,Elite,5,Average,3,Unknown
82,,raritanvalleycommunitycollege,Jordan Summers,34,SO,Forward,Wing,6'7,,13,3.1474999999999995,3.4499999999999997,2.3499999999999996,4,16.923076923076923,8.153846153846153,2.1538461538461537,2.3076923076923075,0.15384615384615385,0.46153846153846156,2.3846153846153846,13.307692307692308,6.230769230769231,3.4615384615384617,2.0,6.153846153846154,0.5705394190871369,0.5433526011560693,98.74326750448833,0.19765791341376862,0.9333333333333333,0.13464991023339318,0.345679012345679,0.4682080924855491,0.26011560693641617,2.9282576866764276,0.7808687164470474,10.346510492923377,3.0258662762323083,Very Good,4,Very Good,4,Below Average,2,Below Average,2,Very Good,4,Very Good,4,Elite,5,Elite,5,Very Good,4,Very Good,4,Poor,1,Average,3,Very Good,4,Very Good,4,Very Good
83,,chesapeakecollege,Vince Gilberto,21,So,G,Guard,,,11,3.1325000000000003,3.7500000000000004,2.2,3,6.454545454545454,3.909090909090909,0.7272727272727273,0.6363636363636364,0.6363636363636364,0.09090909090909091,0.9090909090909091,5.0,3.8181818181818183,0.7272727272727273,0.7272727272727273,3.1818181818181817,0.6066302118933697,0.6,108.36385836385834,0.06895971035237655,1.1428571428571428,0.10683760683760682,0.42857142857142855,0.7636363636363637,0.14545454545454545,0.8423586040914561,0.9626955475330926,5.174488567990373,1.203369434416366,Elite,5,Poor,1,Very Good,4,Below Average,2,Elite,5,Elite,5,Very Good,4,Elite,5,Below Average,2,Elite,5,Poor,1,Poor,1,Elite,5,Elite,5,Unknown
84,,macombcommunitycollege,Donald Wilburn,1,,,Wing,6'3,,8,3.1274999999999995,3.1,3.65,2,11.875,5.0,1.0,2.0,1.125,1.0,1.75,8.25,1.75,2.5,0.875,4.125,0.6350267379679144,0.6136363636363636,104.62555066079295,0.13850753554213194,0.5,0.1762114537444934,0.21428571428571427,0.21212121212121213,0.30303030303030304,2.7729636048526864,2.946273830155979,6.932409012131716,2.4263431542461005,Elite,5,Below Average,2,Average,3,Poor,1,Below Average,2,Insufficient Volume,3,Below Average,2,Average,3,Elite,5,Elite,5,Very Good,4,Below Average,2,Elite,5,Very Good,4,Below Average
85,,madisoncollege,Luke Rayner,33,Fr.,Forward,Wing,6'7,200,10,3.1250000000000004,3.6500000000000004,2.0,4,2.8,1.4,0.1,0.3,0.1,0.1,0.6,1.7,0.0,0.6,0.7,0.7,0.7128309572301426,0.7058823529411765,123.67491166077738,0.024749661113297478,0.3333333333333333,0.13250883392226148,,0.0,0.35294117647058826,0.3645200486026732,0.24301336573511542,1.701093560145808,0.7290400972053463,Elite,5,Poor,1,Elite,5,Poor,1,Very Good,4,Insufficient Volume,3,Poor,1,Poor,1,Elite,5,Elite,5,Poor,1,Poor,1,Elite,5,Elite,5,Very Good
86,,iowawesterncommunitycollege,Kris Brown,,,,Wing,,,12,3.125,3.95,2.0,3,3.0833333333333335,1.5,0.5833333333333334,0.25,0.16666666666666666,0.0,0.25,2.25,1.25,0.6666666666666666,0.3333333333333333,1.1666666666666667,0.6061598951507209,0.5925925925925926,110.38186157517902,0.03222333307698223,2.3333333333333335,0.08949880668257758,0.4,0.5555555555555556,0.2962962962962963,0.32085561497326204,0.21390374331550802,1.9251336898395721,0.32085561497326204,Elite,5,Poor,1,Very Good,4,Elite,5,Elite,5,Insufficient Volume,3,Below Average,2,Elite,5,Very Good,4,Elite,5,Poor,1,Poor,1,Elite,5,Elite,5,Unknown
87,,northcentralmissouricollege,James Porter III,,Class: Sophomore,Position: Forward,Wing,,,15,3.12,3.4499999999999997,2.7,3,13.6,9.6,0.9333333333333333,1.9333333333333333,0.7333333333333333,0.06666666666666667,2.8666666666666667,8.933333333333334,0.9333333333333333,3.7333333333333334,3.4,6.2,0.6429652042360061,0.6007462686567164,108.71882327861864,0.14618716694194273,0.4827586206896552,0.1545512683862716,0.35714285714285715,0.1044776119402985,0.417910447761194,2.5595763459841128,1.059135039717564,12.709620476610768,3.795233892321271,Elite,5,Below Average,2,Very Good,4,Poor,1,Average,3,Insufficient Volume,3,Below Average,2,Below Average,2,Elite,5,Elite,5,Poor,1,Elite,5,Average,3,Elite,5,Unknown
88,,orangecountycommunitycollege,Marquese Dennis,,,,Wing,,,11,3.1125,3.4,2.75,3,7.636363636363637,6.090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.6363636363636364,1.3636363636363635,5.363636363636363,1.0909090909090908,2.272727272727273,2.0,4.090909090909091,0.6,0.5932203389830508,105.0,0.07404664938911515,1.0,0.125,0.3333333333333333,0.2033898305084746,0.423728813559322,1.0834236186348862,1.8418201516793067,7.258938244853738,1.6251354279523293,Elite,5,Poor,1,Average,3,Below Average,2,Very Good,4,Insufficient Volume,3,Below Average,2,Average,3,Elite,5,Elite,5,Below Average,2,Below Average,2,Elite,5,Elite,5,Unknown
89,,madisoncollege,Ryen Jones,6,So.,Forward,Wing,6'5,190,12,3.1075,3.5999999999999996,2.45,3,11.916666666666666,4.416666666666667,1.5,1.5833333333333333,0.9166666666666666,0.5,2.0833333333333335,7.833333333333333,2.0,2.1666666666666665,0.5,3.9166666666666665,0.6781107738998483,0.675531914893617,114.91481838637094,0.11420285598913402,0.9473684210526315,0.1526840244294439,0.375,0.2553191489361702,0.2765957446808511,1.941747572815534,1.7373530914665305,5.416453755748595,2.5549310168625445,Elite,5,Poor,1,Elite,5,Below Average,2,Average,3,Insufficient Volume,3,Average,3,Very Good,4,Very Good,4,Elite,5,Below Average,2,Poor,1,Elite,5,Elite,5,Average
90,,milwaukeeareatechnicalcollege,Ozzie Johnson,30,So.,F,Wing,6'6,,16,3.1075,3.3,2.45,4,11.375,4.25,0.6875,1.6875,0.8125,0.875,1.625,7.1875,0.1875,3.4375,1.75,2.5,0.6537356321839081,0.6304347826086957,109.5066185318893,0.09947092480429004,0.4074074074074074,0.1624548736462094,0.3333333333333333,0.02608695652173913,0.4782608695652174,1.8867924528301887,1.8867924528301887,4.751921733053808,1.816911250873515,Elite,5,Poor,1,Very Good,4,Poor,1,Average,3,Insufficient Volume,3,Poor,1,Poor,1,Elite,5,Elite,5,Below Average,2,Poor,1,Elite,5,Elite,5,Very Good
91,,sneadstatecommunitycollege,Andrew Signorelli,,,,Wing,,,15,3.1000000000000005,3.9000000000000004,2.0,3,6.333333333333333,1.4,0.2,0.26666666666666666,0.13333333333333333,0.2,1.0666666666666667,5.0,4.133333333333334,0.4666666666666667,0.4,1.0,0.6083504098360656,0.62,115.74074074074075,0.07121290994273814,0.75,0.04873294346978558,0.4032258064516129,0.8266666666666667,0.09333333333333334,0.396235760277365,0.4952947003467063,2.0802377414561666,1.58494304110946,Elite,5,Poor,1,Elite,5,Poor,1,Elite,5,Elite,5,Elite,5,Elite,5,Below Average,2,Elite,5,Poor,1,Poor,1,Elite,5,Elite,5,Unknown
92,,orangecountycommunitycollege,Kenderick Hunter,,,,Wing,,,7,3.1000000000000005,3.9000000000000004,2.0,3,3.2857142857142856,2.142857142857143,0.42857142857142855,0.2857142857142857,0.5714285714285714,0.0,0.5714285714285714,2.142857142857143,0.2857142857142857,1.2857142857142858,1.2857142857142858,0.8571428571428571,0.6065400843881856,0.7,109.7328244274809,0.029825260401844154,1.5,0.09541984732824427,0.5,0.13333333333333333,0.6,0.3325020781379884,0.6650041562759768,2.493765586034913,0.6650041562759768,Elite,5,Poor,1,Very Good,4,Very Good,4,Elite,5,Insufficient Volume,3,Poor,1,Below Average,2,Elite,5,Elite,5,Poor,1,Poor,1,Elite,5,Elite,5,Unknown
93,,northcentralmissouricollege,Camden Bennett,,Class: RS-Sophomore,Position: Guard,Guard,,,15,3.1000000000000005,3.5,2.5,3,24.133333333333333,5.466666666666667,2.0,2.466666666666667,0.6666666666666666,0.06666666666666667,1.0,16.6,5.133333333333334,8.6,2.4,3.066666666666667,0.5919675562532706,0.5020080321285141,105.61325708950869,0.267038549035495,0.8108108108108109,0.10794725172132104,0.36363636363636365,0.3092369477911647,0.5180722891566265,3.265666372462489,0.970873786407767,7.237422771403354,1.323918799646955,Very Good,4,Elite,5,Average,3,Poor,1,Elite,5,Very Good,4,Elite,5,Very Good,4,Elite,5,Average,3,Poor,1,Average,3,Elite,5,Very Good,4,Unknown
94,,iowacentralcommunitycollege,Jean Lucas Beleoken,32,,Position: F,Wing,6'6,195,11,3.1,3.5999999999999996,2.0,4,3.090909090909091,1.0909090909090908,0.09090909090909091,0.2727272727272727,0.18181818181818182,0.0,0.0,1.9090909090909092,0.18181818181818182,1.3636363636363635,0.45454545454545453,0.6363636363636364,0.6159420289855072,0.5476190476190477,111.1111111111111,0.032327586206896554,0.3333333333333333,0.09803921568627451,0.5,0.09523809523809523,0.7142857142857143,0.3669724770642202,0.24464831804281345,1.4678899082568808,0.0,Elite,5,Poor,1,Very Good,4,Poor,1,Elite,5,Insufficient Volume,3,Poor,1,Below Average,2,Elite,5,Very Good,4,Poor,1,Poor,1,Elite,5,Elite,5,Very Good
95,,illinoiscentralcollege,Tripp Rugaard,22,,PG,Guard,5'9,,8,3.0975,4.05,2.2,1,1.25,0.625,0.375,0.125,0.0,0.0,0.125,0.875,0.625,0.0,0.125,0.5,0.7142857142857143,0.7142857142857143,125.0,0.010887908977080953,3.0,0.125,0.4,0.7142857142857143,0.0,0.1662510390689942,0.0,0.8312551953449709,0.1662510390689942,Elite,5,Poor,1,Elite,5,Elite,5,Very Good,4,Insufficient Volume,3,Poor,1,Elite,5,Poor,1,Elite,5,Poor,1,Poor,1,Elite,5,Elite,5,Poor
96,,schoolcraftcollege,Kaden Huston,,Sophomore,,Guard,6'2,,8,3.095,3.5000000000000004,2.2,4,3.125,0.625,0.0,0.25,0.25,0.125,0.625,2.375,2.25,0.25,0.375,0.25,0.6287726358148894,0.631578947368421,114.25959780621572,0.031205431000057043,0.0,0.09140767824497258,0.4444444444444444,0.9473684210526315,0.10526315789473684,0.34071550255536626,0.5110732538330494,0.8517887563884157,0.8517887563884157,Elite,5,Poor,1,Elite,5,Poor,1,Elite,5,Insufficient Volume,3,Average,3,Elite,5,Below Average,2,Elite,5,Poor,1,Poor,1,Elite,5,Elite,5,Very Good
97,,monroecommunitycollege,Alan Garcia,,,,Wing,,,15,3.0925000000000002,3.1500000000000004,3.05,3,13.466666666666667,7.4,2.4,1.2666666666666666,1.0,0.13333333333333333,1.6,11.2,3.6,3.8666666666666667,1.2666666666666666,6.133333333333334,0.5219098801157502,0.4523809523809524,95.04987765857331,0.16381463324391823,1.894736842105263,0.08940335027291549,0.2962962962962963,0.32142857142857145,0.34523809523809523,1.640051791109193,1.46741476046612,9.581355200690549,2.071644367716875,Below Average,2,Average,3,Below Average,2,Very Good,4,Elite,5,Below Average,2,Very Good,4,Very Good,4,Elite,5,Below Average,2,Below Average,2,Average,3,Elite,5,Elite,5,Unknown
98,,madisoncollege,Carter Sullivan,12,Fr.,Forward,Wing,6'6,200,12,3.0800000000000005,3.3500000000000005,2.3,4,8.583333333333334,6.666666666666667,1.4166666666666667,0.75,0.4166666666666667,0.5,2.4166666666666665,6.75,1.25,1.25,2.6666666666666665,4.0,0.5878995433789955,0.5740740740740741,106.62525879917185,0.08865313314489187,1.8888888888888888,0.09316770186335405,0.4666666666666667,0.18518518518518517,0.18518518518518517,0.9197751660705161,1.1241696474195197,8.175779253960144,2.963719979560552,Very Good,4,Poor,1,Average,3,Very Good,4,Elite,5,Insufficient Volume,3,Below Average,2,Average,3,Average,3,Elite,5,Poor,1,Below Average,2,Elite,5,Elite,5,Very Good
99,,chesapeakecollege,Cade Campbell,4,Fr,PG,Guard,,,10,3.0775000000000006,3.6500000000000004,2.2,3,6.3,3.1,1.6,0.4,0.8,0.1,1.1,5.2,4.8,1.2,0.1,3.0,0.5499301675977654,0.5288461538461539,102.80678851174935,0.07094563304621654,4.0,0.06527415143603132,0.3541666666666667,0.9230769230769231,0.23076923076923078,0.5294506949040371,1.1912640635340834,4.103242885506287,1.455989410986102,Average,3,Poor,1,Average,3,Elite,5,Elite,5,Very Good,4,Very Good,4,Elite,5,Average,3,Very Good,4,Poor,1,Poor,1,Elite,5,Elite,5,Unknown
100,,kirkwoodcommunitycollege,Manasse Kasongo,4,Fr,F,Wing,6'7,,14,3.0749999999999997,2.5,3.5,4,9.5,6.357142857142857,1.0,2.5714285714285716,1.1428571428571428,0.7142857142857143,2.142857142857143,6.571428571428571,0.6428571428571429,2.5714285714285716,2.2857142857142856,4.071428571428571,0.6166543026706232,0.5597826086956522,92.46384872080088,0.12361211371214467,0.3888888888888889,0.25027808676307006,0.3333333333333333,0.09782608695652174,0.391304347826087,3.4598750600672754,2.498798654493032,8.553580009610764,2.8832292167227296,Elite,5,Below Average,2,Poor,1,Poor,1,Poor,1,Insufficient Volume,3,Poor,1,Below Average,2,Elite,5,Very Good,4,Average,3,Average,3,Elite,5,Average,3,Very Good
101,,madisoncollege,Cam Williams,4,Fr.,Guard,Guard,6'2,160,11,3.0675000000000003,2.7500000000000004,3.3,4,8.545454545454545,1.9090909090909092,1.0,1.3636363636363635,1.8181818181818181,0.2727272727272727,1.4545454545454546,6.545454545454546,2.1818181818181817,1.0,1.0,0.9090909090909091,0.6116605934409162,0.5972222222222222,102.35191637630662,0.09100277447483156,0.7333333333333333,0.16332752613240417,0.3333333333333333,0.3333333333333333,0.1527777777777778,1.6602102933038185,2.545655783065855,2.324294410625346,1.770890979524073,Elite,5,Poor,1,Average,3,Poor,1,Average,3,Insufficient Volume,3,Below Average,2,Very Good,4,Average,3,Elite,5,Average,3,Poor,1,Elite,5,Elite,5,Very Good
102,,johnsoncountycommunitycollege,Aziz Jagne,4,So,F,Wing,6'7,175,9,3.0500000000000003,3.5,2.0,4,5.111111111111111,2.6666666666666665,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.3333333333333333,1.0,3.6666666666666665,0.3333333333333333,1.7777777777777777,1.1111111111111112,1.5555555555555556,0.5744255744255744,0.5454545454545454,106.87732342007435,0.053298989498712104,1.6666666666666667,0.06970260223048327,0.0,0.09090909090909091,0.48484848484848486,0.42796005706134094,1.1412268188302426,3.4236804564907275,1.2838801711840229,Very Good,4,Poor,1,Average,3,Very Good,4,Elite,5,Insufficient Volume,3,Poor,1,Below Average,2,Elite,5,Very Good,4,Poor,1,Poor,1,Elite,5,Elite,5,Very Good
103,,bryantandstrattoncollegewi,Justice King,24,So,PG,Guard,6'1,,7,3.05,3.5999999999999996,2.2,3,5.571428571428571,0.2857142857142857,1.0,0.5714285714285714,0.2857142857142857,0.0,1.1428571428571428,3.4285714285714284,0.7142857142857143,2.7142857142857144,0.0,0.2857142857142857,0.6025957972805933,0.5625,107.26072607260726,0.061819912948857456,1.75,0.11001100110011001,0.2,0.20833333333333334,0.7916666666666666,0.7766990291262136,0.3883495145631068,0.3883495145631068,1.5533980582524272,Elite,5,Poor,1,Very Good,4,Average,3,Elite,5,Insufficient Volume,3,Poor,1,Average,3,Elite,5,Elite,5,Poor,1,Poor,1,Elite,5,Elite,5,Average
104,,schoolcraftcollege,Rael Cochran,,Sophomore,,Wing,6'3,,12,3.0474999999999994,3.15,3.35,2,12.083333333333334,4.416666666666667,1.5833333333333333,1.4166666666666667,1.6666666666666667,0.4166666666666667,2.1666666666666665,10.083333333333334,2.8333333333333335,2.5,0.75,3.6666666666666665,0.5402384500745157,0.5330578512396694,95.89947089947091,0.14088706671636225,1.1176470588235294,0.11243386243386244,0.4411764705882353,0.2809917355371901,0.24793388429752067,1.8983807928531546,2.7917364600781687,5.9184812953657175,2.9034059184812953,Average,3,Below Average,2,Below Average,2,Average,3,Very Good,4,Elite,5,Average,3,Very Good,4,Very Good,4,Very Good,4,Very Good,4,Poor,1,Elite,5,Elite,5,Below Average
105,,johnsoncountycommunitycollege,Gavin Harvey,2,So,G,Guard,5'11,170,13,3.0325,3.75,2.2,2,10.076923076923077,2.1538461538461537,6.153846153846154,1.2307692307692308,1.1538461538461537,0.0,0.8461538461538461,7.846153846153846,2.3846153846153846,1.4615384615384615,0.23076923076923078,1.9230769230769231,0.593512142080464,0.5882352941176471,103.67204811649256,0.1067698651434752,5.0,0.12662234884457108,0.3870967741935484,0.30392156862745096,0.18627450980392157,1.5632633121641426,1.4655593551538837,2.7357107962872496,1.074743527112848,Very Good,4,Poor,1,Average,3,Elite,5,Very Good,4,Elite,5,Average,3,Very Good,4,Average,3,Elite,5,Poor,1,Poor,1,Elite,5,Elite,5,Below Average
106,,ellsworthcommunitycollege,Tanner Berggren,33,So,G/F,Wing,6'5,190,15,3.0324999999999998,3.45,2.45,3,10.866666666666667,2.933333333333333,1.2,1.4,0.9333333333333333,0.26666666666666666,1.1333333333333333,8.133333333333333,6.733333333333333,1.5333333333333334,0.4,2.533333333333333,0.6168634574629125,0.5778688524590164,106.45245559038662,0.10752506952051909,0.8571428571428571,0.1371473354231975,0.36633663366336633,0.8278688524590164,0.1885245901639344,1.6962843295638126,1.4539579967689822,3.5541195476575123,1.3731825525040389,Elite,5,Poor,1,Average,3,Below Average,2,Very Good,4,Very Good,4,Elite,5,Elite,5,Average,3,Elite,5,Below Average,2,Poor,1,Elite,5,Elite,5,Average
107,,southsuburbancollege,Eion Ikner,,,Forward/Center,Big,,,9,3.0250000000000004,4.3,1.6,3,2.2222222222222223,1.8888888888888888,0.2222222222222222,0.0,0.2222222222222222,0.5555555555555556,0.5555555555555556,1.2222222222222223,0.0,0.3333333333333333,0.8888888888888888,1.0,0.8116883116883117,0.8181818181818182,162.33766233766232,0.01593707958191038,99.0,0.0,,0.0,0.2727272727272727,0.0,1.0695187165775402,2.5974025974025974,0.7639419404125286,Elite,5,Poor,1,Elite,5,Elite,5,Elite,5,Insufficient Volume,3,Poor,1,Poor,1,Average,3,Elite,5,Poor,1,Poor,1,Elite,5,Elite,5,Unknown
108,,iowawesterncommunitycollege,JP Sumo,,,,Wing,,,14,3.0150000000000006,3.1000000000000005,2.9000000000000004,3,12.214285714285714,3.2142857142857144,3.0714285714285716,1.6428571428571428,1.7857142857142858,0.14285714285714285,2.142857142857143,9.071428571428571,3.2142857142857144,3.9285714285714284,1.0,2.2142857142857144,0.5654761904761905,0.5236220472440944,98.1630309988519,0.14544786587402309,1.8695652173913044,0.1320321469575201,0.28888888888888886,0.3543307086614173,0.4330708661417323,2.1485287248949088,2.52218589444185,4.203643157403083,2.802428771602055,Average,3,Below Average,2,Below Average,2,Very Good,4,Very Good,4,Below Average,2,Very Good,4,Elite,5,Elite,5,Average,3,Average,3,Poor,1,Elite,5,Elite,5,Unknown
109,,desmoinesareacommunitycollege,Jayden Jones,12,SO,G,Guard,6'3,185,13,3.0124999999999997,3.0,2.75,4,6.6923076923076925,3.0,1.4615384615384615,0.8461538461538461,1.0769230769230769,0.23076923076923078,0.7692307692307693,6.153846153846154,3.3846153846153846,0.5384615384615384,0.9230769230769231,2.076923076923077,0.5235917188252287,0.5,92.47448979591837,0.07782410164780623,1.7272727272727273,0.116921768707483,0.36363636363636365,0.55,0.0875,1.0526315789473684,1.6267942583732058,3.7320574162679425,0.9569377990430622,Average,3,Poor,1,Below Average,2,Average,3,Elite,5,Very Good,4,Average,3,Elite,5,Below Average,2,Average,3,Below Average,2,Poor,1,Elite,5,Elite,5,Very Good
110,,johnsoncountycommunitycollege,Avian Webb,11,Fr,G,Guard,5'11,160,10,3.005000000000001,3.3500000000000005,2.75,2,14.9,2.8,2.2,2.0,1.5,0.0,1.3,11.8,7.0,1.2,0.5,2.3,0.604315379623621,0.5805084745762712,103.99218313791178,0.16103942813469405,1.1,0.13958682300390843,0.32857142857142857,0.5932203389830508,0.1016949152542373,2.5756600128783003,1.931745009658725,3.60592401802962,1.674179008370895,Elite,5,Below Average,2,Average,3,Below Average,2,Very Good,4,Average,3,Elite,5,Elite,5,Below Average,2,Elite,5,Below Average,2,Poor,1,Elite,5,Elite,5,Below Average
111,,milwaukeeareatechnicalcollege,Jason Lawani,15,Fr.,G/F,Wing,6'5,,16,3.005,3.5,2.3,3,9.625,6.8125,0.75,1.1875,0.9375,0.25,2.1875,5.3125,0.25,4.25,2.875,3.9375,0.6700313261399234,0.5941176470588235,114.99402628434885,0.08015130114194058,0.631578947368421,0.14187574671445638,0.25,0.047058823529411764,0.8,1.3277428371767994,1.3277428371767994,7.617051013277428,2.4458420684835778,Elite,5,Poor,1,Elite,5,Poor,1,Average,3,Insufficient Volume,3,Poor,1,Poor,1,Elite,5,Elite,5,Poor,1,Below Average,2,Elite,5,Elite,5,Average
112,,parklandcollege,Kodhi McStraw,22,,PG/SG,Guard,6'4,,15,3.0025000000000004,3.15,2.2,5,9.933333333333334,4.066666666666666,1.7333333333333334,1.4,0.26666666666666666,0.2,1.5333333333333334,7.066666666666666,2.7333333333333334,2.6666666666666665,1.4666666666666666,2.6,0.6027508090614887,0.5518867924528302,103.04287690179807,0.11052679854465403,1.2380952380952381,0.14522821576763487,0.3170731707317073,0.3867924528301887,0.37735849056603776,1.831661578717837,0.6105538595726123,5.320540776275622,2.006105538595726,Elite,5,Poor,1,Average,3,Below Average,2,Very Good,4,Average,3,Average,3,Very Good,4,Elite,5,Elite,5,Poor,1,Poor,1,Elite,5,Elite,5,Elite
113,,desmoinesareacommunitycollege,Johnnie Jones,11,SO,G,Guard,6'4,185,9,3.0025000000000004,3.15,2.2,5,2.7777777777777777,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.5555555555555556,0.0,0.1111111111111111,2.2222222222222223,1.6666666666666667,0.0,0.1111111111111111,0.5555555555555556,0.625,0.625,104.16666666666667,0.027564662103183715,1.5,0.16666666666666666,0.3333333333333333,0.75,0.0,0.5398110661268556,0.6747638326585695,0.8097165991902834,0.1349527665317139,Elite,5,Poor,1,Average,3,Average,3,Average,3,Insufficient Volume,3,Below Average,2,Elite,5,Poor,1,Elite,5,Poor,1,Poor,1,Elite,5,Elite,5,Elite
114,,oaklandcommunitycollege,Vince Ferguson,24,FR,G/F,Wing,6'3,,12,3.0,4.0,2.0,2,4.166666666666667,2.8333333333333335,0.6666666666666666,0.4166666666666667,0.5,0.16666666666666666,1.0833333333333333,2.3333333333333335,1.1666666666666667,1.0833333333333333,0.5,2.3333333333333335,0.741399762752076,0.6964285714285714,129.13223140495867,0.038521230450873495,1.6,0.1291322314049587,0.5,0.5,0.4642857142857143,0.5555555555555556,0.8888888888888888,3.7777777777777777,1.4444444444444444,Elite,5,Poor,1,Elite,5,Very Good,4,Very Good,4,Insufficient Volume,3,Below Average,2,Elite,5,Elite,5,Elite,5,Poor,1,Poor,1,Elite,5,Elite,5,Below Average
115,,ellsworthcommunitycollege,Jacob Khounsourath,14,RS Fr,G,Guard,6'2,170,9,2.9575,3.25,2.2,4,6.333333333333333,1.6666666666666667,0.5555555555555556,1.1111111111111112,0.5555555555555556,0.1111111111111111,1.5555555555555556,4.222222222222222,3.2222222222222223,0.4444444444444444,0.2222222222222222,1.4444444444444444,0.7168008048289739,0.6973684210526315,114.54983922829582,0.058414725770097674,0.5,0.2009646302250804,0.4482758620689655,0.7631578947368421,0.10526315789473684,1.335113484646195,0.8010680907877169,2.0026702269692924,1.8691588785046729,Elite,5,Poor,1,Elite,5,Poor,1,Below Average,2,Elite,5,Average,3,Elite,5,Below Average,2,Elite,5,Poor,1,Poor,1,Elite,5,Elite,5,Very Good
116,,madisoncollege,Jackson Bertagnoli,13,So.,Guard,Guard,6'3,190,12,2.9575,2.9000000000000004,2.75,4,3.8333333333333335,2.1666666666666665,0.9166666666666666,0.5833333333333334,1.0833333333333333,0.5,0.3333333333333333,2.9166666666666665,0.8333333333333334,0.6666666666666666,0.9166666666666666,1.25,0.5970924195223261,0.5714285714285714,101.05448154657293,0.041775265225211994,1.5714285714285714,0.15377855887521968,0.2,0.2857142857142857,0.22857142857142856,0.7153806847215125,1.941747572815534,2.6571282575370465,0.40878896269800713,Very Good,4,Poor,1,Average,3,Average,3,Average,3,Insufficient Volume,3,Poor,1,Average,3,Average,3,Elite,5,Below Average,2,Poor,1,Elite,5,Elite,5,Very Good
